Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
32.7643251,35.0164219,482.73,-0.05175,0.02,0.9865,-0.14,0.14,0.0,28770.0,-4030.0,-32890.0
32.7643251,35.0164219,482.73,-0.045,-0.01025,0.99325,-0.5,-0.46,0.06,28820.0,-4130.0,-32880.0
32.7643251,35.0164219,482.73,-0.0485,0.00875,1.00575,0.3,-0.18,0.02,28920.0,-4340.0,-32860.0
32.7643251,35.0164219,482.73,-0.0585,0.02775,0.994,0.3,0.6,-0.02,29030.0,-4470.0,-32850.0
32.7643251,35.0164219,482.73,-0.057,-0.0005,0.98975,-0.42,0.06,0.06,29080.0,-4530.0,-32850.0
32.7643251,35.0164219,482.73,-0.05425,-0.0115,1.00625,-0.1,-0.54,0.04,29090.0,-4560.0,-32850.0
32.7643251,35.0164219,482.73,-0.053,0.02975,1.007,0.58,0.06,-0.02,29120.0,-4630.0,-32850.0
32.7643251,35.0164219,482.73,-0.05075,0.03025,0.98525,-0.08,0.38,-0.02,29040.0,-4460.0,-32860.0
32.7643251,35.0164219,482.73,-0.047,-0.014,0.987,-0.62,-0.26,0.02,28930.0,-4230.0,-32880.0
32.764325,35.0164219,482.73,-0.046,-0.0055,1.0095,0.26,-0.4,0.0,28810.0,-4000.0,-32900.0
32.764325,35.0164219,482.73,-0.053,0.03725,1.00425,0.58,0.46,0.02,28790.0,-4000.0,-32900.0
32.764325,35.0164219,482.73,-0.0525,0.02175,0.98775,-0.34,0.32,-0.04,28790.0,-3980.0,-32890.0
32.764325,35.0164219,482.73,-0.0545,-0.0145,0.99725,-0.44,-0.38,0.04,28800.0,-4040.0,-32890.0
32.764325,35.0164219,482.73,-0.05525,0.00675,1.0095,0.44,-0.14,0.06,28810.0,-4040.0,-32890.0
32.764325,35.0164219,482.73,-0.0545,0.0315,0.9945,0.24,0.32,-0.02,28810.0,-4060.0,-32880.0
32.764325,35.0164219,482.73,-0.045,0.004,0.989,-0.48,-0.18,0.04,28820.0,-4080.0,-32880.0
32.764325,35.0164219,482.73,-0.043,-0.00825,1.003,-0.2,-0.38,0.0,28820.0,-4070.0,-32880.0
32.764325,35.0164219,482.73,-0.052,0.02275,1.00275,0.46,0.4,0.02,28800.0,-4080.0,-32880.0
32.764325,35.0164219,482.73,-0.05775,0.02025,0.9865,-0.06,0.5,-0.04,28750.0,-4010.0,-32880.0
32.764325,35.0164219,482.73,-0.05675,-0.01325,0.9955,-0.44,-0.32,-0.04,28700.0,-3850.0,-32890.0
