Lat_GNSS,Long_GNSS,Height_GNSS,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z
32.7643157,35.0164491,482.05,-0.0525,-0.0135,0.9875,-1.98,-0.14,-0.2,31740.0,-3460.0,-32950.0
32.7643157,35.0164491,482.05,-0.05875,-0.00875,0.98375,-0.92,0.3,-0.18,31710.0,-3440.0,-32960.0
32.7643157,35.0164491,482.05,-0.059,-0.01725,1.0045,-0.64,0.26,-0.12,31660.0,-3480.0,-32960.0
32.7643157,35.0164491,482.05,-0.06325,-0.02275,1.005,-1.4,-0.3,-0.06,31690.0,-3410.0,-32980.0
32.7643157,35.0164491,482.05,-0.0655,-0.0235,1.00025,-1.88,-0.28,-0.24,31700.0,-3370.0,-33000.0
32.7643157,35.0164491,482.05,-0.05725,-0.03525,0.997,-1.2,-0.32,-0.16,31670.0,-3330.0,-33030.0
32.7643157,35.0164491,482.05,-0.051,-0.0425,1.00075,-0.76,-0.5,-0.2,31670.0,-3350.0,-33020.0
32.7643157,35.0164491,482.05,-0.0545,-0.03725,1.008,-0.82,-0.36,-0.06,31670.0,-3360.0,-33010.0
32.7643156,35.0164491,482.04,-0.061,-0.038,1.011,-1.02,0.12,-0.08,31670.0,-3290.0,-33050.0
32.7643156,35.0164491,482.04,-0.06425,-0.05725,1.0085,-0.96,0.38,-0.06,31670.0,-3260.0,-33060.0
32.7643156,35.0164491,482.04,-0.0715,-0.0615,1.00875,-0.68,0.08,0.06,31680.0,-3300.0,-33030.0
32.7643156,35.0164491,482.04,-0.0755,-0.0435,1.00325,-0.12,-0.08,0.02,31630.0,-3340.0,-33030.0
32.7643156,35.0164491,482.04,-0.07,-0.04025,1.01375,0.14,-0.24,-0.02,31670.0,-3330.0,-33020.0
32.7643156,35.0164491,482.04,-0.06,-0.05875,1.01825,-0.3,-0.48,0.02,31700.0,-3350.0,-33000.0
32.7643156,35.0164491,482.04,-0.0625,-0.0635,1.0145,-0.72,-0.3,0.08,31670.0,-3310.0,-33030.0
32.7643156,35.0164491,482.04,-0.07175,-0.05075,1.00575,0.12,0.26,0.02,31630.0,-3290.0,-33050.0
32.7643156,35.0164491,482.04,-0.073,-0.048,1.01025,1.04,0.5,0.18,31660.0,-3330.0,-33030.0
32.7643156,35.0164491,482.04,-0.0765,-0.04925,1.0235,0.72,0.14,0.28,31670.0,-3340.0,-33010.0
32.7643156,35.0164491,482.04,-0.08225,-0.044,1.01725,-0.06,0.02,0.1,31680.0,-3290.0,-33030.0
32.7643156,35.0164491,482.04,-0.08175,-0.0425,1.00925,0.26,-0.1,0.06,31690.0,-3240.0,-33050.0
32.7643156,35.0164491,482.04,-0.07025,-0.04675,1.00875,0.92,-0.2,0.14,31650.0,-3320.0,-33020.0
32.7643156,35.0164491,482.04,-0.06675,-0.03425,1.0125,1.16,-0.56,0.1,31640.0,-3370.0,-33000.0
32.7643156,35.0164491,482.04,-0.07125,-0.018,1.015,0.86,-0.04,0.16,31700.0,-3370.0,-32980.0
32.7643156,35.0164491,482.04,-0.07275,-0.0215,1.0135,0.7,0.48,0.1,31730.0,-3380.0,-32970.0
32.7643156,35.0164491,482.04,-0.07325,-0.0275,1.00625,0.52,0.34,0.14,31680.0,-3340.0,-33000.0
32.7643156,35.0164491,482.04,-0.0795,-0.011,1.0035,0.8,0.1,0.1,31700.0,-3310.0,-33010.0
32.7643156,35.0164491,482.04,-0.078,0.01025,0.9955,1.3,-0.04,0.1,31740.0,-3330.0,-32990.0
32.7643156,35.0164491,482.04,-0.064,0.00425,1.00375,0.88,-0.36,0.04,31730.0,-3380.0,-32970.0
32.7643156,35.0164491,482.04,-0.0595,-0.00475,1.007,0.1,-0.46,0.04,31760.0,-3320.0,-32990.0
32.7643156,35.0164491,482.04,-0.06525,0.00775,0.98625,0.14,-0.02,-0.1,31760.0,-3240.0,-33040.0
32.7643156,35.0164491,482.04,-0.0655,0.01875,0.9945,1.08,0.38,0.06,31740.0,-3290.0,-33030.0
32.7643156,35.0164491,482.04,-0.06275,0.01525,1.00125,1.06,0.12,0.12,31730.0,-3330.0,-33010.0
32.7643156,35.0164491,482.04,-0.06675,0.01225,1.00525,0.0,-0.14,0.02,31730.0,-3350.0,-33000.0
32.7643156,35.0164491,482.04,-0.066,0.015,1.00325,-0.18,-0.16,-0.04,31690.0,-3360.0,-33010.0
32.7643156,35.0164491,482.04,-0.0565,0.01,0.98675,0.48,-0.24,-0.06,31720.0,-3380.0,-32990.0
32.7643156,35.0164491,482.04,-0.04775,0.00975,0.9955,0.72,-0.5,-0.02,31720.0,-3400.0,-32980.0
32.7643156,35.0164491,482.04,-0.04925,0.02375,1.0045,0.46,-0.38,0.02,31690.0,-3390.0,-32990.0
32.7643156,35.0164491,482.04,-0.054,0.024,0.9965,0.12,0.22,-0.06,31690.0,-3420.0,-32980.0
32.7643156,35.0164491,482.04,-0.058,0.003,0.999,-0.2,0.42,0.0,31670.0,-3400.0,-33000.0
32.7643156,35.0164491,482.04,-0.062,0.00175,0.99375,-0.08,0.22,0.0,31650.0,-3400.0,-33010.0
32.7643156,35.0164491,482.04,-0.06125,0.02575,0.98325,0.44,-0.2,0.04,31610.0,-3450.0,-32990.0
32.7643156,35.0164491,482.04,-0.053,0.02825,0.99475,0.48,-0.46,0.1,31660.0,-3440.0,-32980.0
32.7643156,35.0164491,482.04,-0.04425,0.0035,0.9975,-0.46,-0.52,0.02,31670.0,-3460.0,-32970.0
32.7643156,35.0164491,482.04,-0.0475,-0.00275,0.99175,-1.1,-0.14,0.04,31670.0,-3470.0,-32980.0
32.7643156,35.0164491,482.04,-0.057,0.0125,0.982,-0.2,0.48,0.0,31680.0,-3400.0,-33010.0
32.7643156,35.0164491,482.04,-0.05875,0.0075,0.985,0.54,0.62,0.16,31680.0,-3370.0,-33020.0
32.7643156,35.0164491,482.04,-0.0615,-0.00625,1.00825,-0.24,0.06,0.12,31690.0,-3370.0,-33020.0
32.7643156,35.0164491,482.04,-0.066,-0.0035,0.99725,-1.16,-0.12,0.02,31680.0,-3440.0,-32990.0
32.7643156,35.0164491,482.04,-0.0595,-0.0075,0.98,-0.82,-0.18,0.0,31690.0,-3400.0,-33010.0
32.7643156,35.0164491,482.04,-0.048,-0.027,0.9955,-0.1,-0.3,0.02,31700.0,-3360.0,-33040.0
32.7643156,35.0164491,482.04,-0.049,-0.02175,1.00225,-0.04,-0.26,-0.04,31680.0,-3410.0,-33010.0
32.7643156,35.0164491,482.04,-0.058,-0.0095,0.99375,-0.28,0.36,0.06,31670.0,-3430.0,-33000.0
32.7643156,35.0164491,482.04,-0.061,-0.02625,1.0025,-0.46,0.8,-0.04,31630.0,-3460.0,-33000.0
